carat,cut,color,clarity,depth,table,price,x,y,z
1.64,Ideal,J,VS2,62.4,54.5,9251,7.53,7.57,4.71
0.9,Ideal,H,VS2,61.9,58,4403,6.2,6.24,3.85
1.16,Premium,E,SI1,61.3,60,6366,6.7,6.64,4.09
0.34,Premium,F,SI2,63,58,574,4.47,4.45,2.81
1.5,Good,G,VS2,61.4,58.8,13307,7.32,7.37,4.5
0.55,Premium,E,VS2,61.5,56,1881,5.28,5.25,3.24
1.73,Premium,H,VS2,59.2,61,13221,7.82,7.78,4.62
0.6,Good,G,VS2,59.8,61.9,1793,5.45,5.5,3.27
0.8,Ideal,G,VS2,60.1,57,2550,6.05,6.02,3.63
1.52,Premium,J,VS1,62,59,8258,7.36,7.34,4.56
0.4,Very Good,D,VS1,59.4,60,952,4.77,4.83,2.85
1.21,Premium,I,SI2,60.7,60,4879,6.88,6.82,4.16
0.32,Ideal,D,VS2,61.3,57,713,4.44,4.46,2.73
0.43,Premium,D,VS2,59.7,59,963,4.93,4.89,2.93
0.43,Very Good,F,VVS1,61.5,56,1358,4.86,4.9,3
0.41,Good,H,SI1,63.3,56,683,4.71,4.74,2.99
0.75,Premium,G,VVS2,62.5,56,3486,5.84,5.78,3.63
0.39,Ideal,G,VVS2,62.2,54,952,4.67,4.7,2.91
2.06,Ideal,I,VS2,62.2,55,18779,8.15,8.19,5.08
0.33,Ideal,F,VS2,61.9,57,854,4.42,4.4,2.73
0.31,Ideal,G,VS2,61.8,57,698,4.36,4.34,2.69
0.31,Ideal,D,VS2,59.4,57,685,4.45,4.5,2.66
0.63,Ideal,F,VS1,62.3,56,2644,5.46,5.49,3.41
0.41,Ideal,H,VS1,61.1,56,1269,4.83,4.86,2.96
0.4,Very Good,D,VVS2,62.2,62,1010,4.68,4.71,2.92
0.33,Ideal,F,VVS1,62.4,55,1021,4.47,4.44,2.78
0.7,Premium,E,VS2,62.8,61,2737,5.66,5.62,3.54
1.07,Very Good,F,SI1,61.6,58,6061,6.54,6.6,4.05
0.73,Premium,D,VS1,60,58,3620,5.86,5.9,3.53
0.77,Very Good,I,VS2,62.4,63,2162,5.84,5.8,3.63
0.32,Ideal,D,SI1,59.6,57,756,4.47,4.42,2.65
1.21,Ideal,E,VS1,62.2,57,8348,6.83,6.8,4.24
0.53,Ideal,G,VVS2,62.6,56,1914,5.19,5.16,3.24
0.3,Ideal,H,VS2,62.3,56,491,4.27,4.3,2.67
0.54,Premium,G,SI1,60.8,59,1356,5.27,5.23,3.19
1.11,Ideal,G,VS2,61.6,56,8400,6.62,6.65,4.09
0.3,Ideal,D,VVS2,61.7,55,814,4.33,4.36,2.68
0.52,Very Good,F,VVS2,61.5,57,2079,5.18,5.22,3.19
0.5,Very Good,I,SI1,62.4,58,1048,5,5.06,3.14
0.8,Premium,F,VS2,62.4,59,3285,5.92,5.85,3.67
1.01,Premium,H,VVS1,60.5,57,4955,6.55,6.48,3.94
0.3,Good,H,VS1,63.3,57,526,4.22,4.25,2.68
0.33,Premium,G,VS1,60.3,58,797,4.52,4.5,2.72
0.42,Ideal,E,VS2,62.4,55,1024,4.83,4.79,3
0.24,Very Good,F,VVS2,58,60,533,4.09,4.12,2.38
1.06,Very Good,H,SI1,62.2,58,4878,6.45,6.53,4.04
0.31,Very Good,H,VS1,62.4,58,544,4.28,4.34,2.69
0.4,Ideal,E,VS1,61.2,57,1125,4.77,4.74,2.91
0.7,Ideal,H,VS1,61.7,57,3185,5.66,5.7,3.5
0.33,Ideal,G,SI1,61.8,54,453,4.46,4.5,2.77
0.29,Very Good,H,VS1,62.2,56,444,4.24,4.27,2.64
1.5,Fair,I,I1,66.1,57,4704,7.12,7.04,4.68
0.9,Premium,H,SI1,62.8,62,3387,6.09,6.05,3.81
0.4,Premium,J,VS2,62.5,60,765,4.71,4.67,2.93
2.11,Ideal,I,VS2,60.3,61,16512,8.29,8.22,4.98
1.08,Premium,G,SI2,62.2,56,4627,6.62,6.54,4.09
0.47,Fair,E,SI1,67.9,56,829,4.84,4.65,3.24
0.9,Good,G,SI2,63.8,56,3246,6.16,6.13,3.92
1.07,Good,J,VS2,61.7,57.7,4602,6.55,6.58,4.05
1.21,Ideal,I,SI1,60.6,55,5556,6.92,6.87,4.18
0.9,Good,F,SI1,61,62,3733,6.17,6.26,3.79
1.01,Ideal,G,VS2,61.6,57,6271,6.44,6.41,3.96
1.15,Very Good,H,VS2,60.3,59,5831,6.75,6.79,4.08
1.47,Very Good,J,VVS2,62.6,60,8055,7.17,7.24,4.51
1.09,Premium,I,SI1,61.9,58,3968,6.65,6.58,4.1
0.55,Premium,G,SI1,61.3,59,1316,5.23,5.28,3.22
1.52,Very Good,J,VVS1,63.6,56,9593,7.26,7.33,4.64
1.11,Ideal,G,VVS2,63.1,57,8843,6.55,6.6,4.15
0.35,Premium,E,VS2,60.7,60,984,4.58,4.55,2.77
0.33,Ideal,G,VVS1,62.4,56,820,4.41,4.45,2.76
1.06,Ideal,I,SI1,62.2,56,4313,6.49,6.53,4.05
0.25,Ideal,F,VS1,61.8,56,595,4.07,4.09,2.52
2.01,Very Good,E,SI1,60.8,59,16956,8.14,8.2,4.97
0.81,Fair,I,VS2,64.6,59,2414,5.83,5.78,3.75
1.21,Premium,H,SI1,60.5,59,6566,6.96,6.89,4.19
0.28,Very Good,E,VS2,60.4,59,487,4.22,4.26,2.56
2.05,Premium,G,SI2,58.7,60,17988,8.4,8.32,4.91
1.02,Premium,F,SI1,62.2,58,5089,6.4,6.46,4
0.61,Very Good,G,VVS2,62.3,59,2351,5.4,5.45,3.38
1.06,Ideal,F,SI1,61.2,55,4862,6.62,6.57,4.03
1,Premium,I,SI2,61.6,59,3712,6.34,6.41,3.93
0.31,Premium,D,SI1,60.9,60,732,4.39,4.38,2.67
1.01,Ideal,G,SI1,61.8,55,5141,6.46,6.43,3.98
0.36,Ideal,F,VVS1,61,55,1028,4.6,4.62,2.81
1.51,Ideal,F,SI1,62.5,57,10693,7.27,7.32,4.56
0.31,Ideal,E,VS1,61.8,56,734,4.34,4.37,2.69
0.51,Very Good,E,SI1,61.3,54,1438,5.13,5.18,3.16
1.6,Very Good,I,VS1,62.3,59,10238,7.46,7.51,4.66
0.62,Premium,J,VS2,61.2,59,1253,5.52,5.42,3.35
0.3,Very Good,F,SI1,63.5,59,641,4.22,4.19,2.67
2,Fair,G,SI1,65.5,58,11935,7.82,7.73,5.09
1.07,Premium,H,VS1,60.5,61,4494,6.67,6.59,4.01
0.89,Premium,I,VS1,62.2,62,2955,6.14,6.02,3.78
1,Premium,D,SI2,61.6,58,4626,6.45,6.37,3.95
0.31,Ideal,E,VS2,62.8,57,872,4.37,4.33,2.73
0.4,Very Good,F,VVS2,62.8,56,1088,4.69,4.73,2.96
0.54,Ideal,D,VS2,61.3,56,1993,5.26,5.22,3.21
1.01,Fair,D,VS2,59.1,68,5797,6.56,6.44,3.84
0.33,Ideal,F,IF,61.2,56,1240,4.47,4.49,2.74
0.33,Ideal,J,SI2,62.4,54,366,4.43,4.45,2.77
0.31,Ideal,I,IF,62,54,635,4.36,4.42,2.72
0.74,Ideal,G,SI1,61.6,55,2760,5.8,5.85,3.59
0.58,Ideal,E,VS2,61.1,57,1884,5.39,5.41,3.3
1.2,Premium,G,VS2,58.2,59,7795,7.04,6.95,4.07
0.5,Very Good,G,VVS2,61.4,57,1813,5.1,5.16,3.15
1.23,Premium,H,VS2,62.4,61,6957,6.85,6.8,4.26
1.17,Ideal,H,VS2,62.4,58,6558,6.73,6.71,4.19
0.7,Very Good,J,VS2,62,59,1907,5.61,5.65,3.49
2.05,Premium,I,SI2,62.1,59,9850,8.13,8.07,5.03
0.35,Ideal,E,VS1,61.9,56,1063,4.53,4.51,2.8
0.7,Fair,G,I1,60.4,58,1069,5.74,5.68,3.45
1,Premium,F,VS2,61.7,56,6608,6.48,6.39,3.97
0.33,Ideal,G,VVS1,62.3,55,1114,4.46,4.43,2.77
0.32,Ideal,D,VS2,61.3,56,758,4.37,4.41,2.69
0.3,Ideal,D,VS2,61.9,57,710,4.29,4.33,2.67
1.01,Premium,F,VS2,61.7,58,6533,6.48,6.42,3.98
1,Premium,E,VVS1,60.3,54,10134,6.59,6.47,3.94
0.41,Good,I,SI1,63.8,57,611,4.67,4.7,2.99
0.41,Ideal,F,IF,62.2,54,1151,4.76,4.79,2.97
0.75,Ideal,D,SI2,61.3,56,2773,5.85,5.89,3.6
1.09,Ideal,D,SI1,62.8,54,6259,6.6,6.62,4.15
0.4,Very Good,E,VS1,62.6,56,1053,4.67,4.72,2.94
0.52,Ideal,F,SI2,62.1,55,1191,5.14,5.17,3.2
0.81,Very Good,E,SI1,63.8,58,2972,5.85,5.97,3.77
1.01,Very Good,F,SI1,62.4,60,5078,6.35,6.4,3.98
0.5,Premium,D,VS2,62.2,60,1431,5.15,5.05,3.17
0.31,Very Good,G,VS1,62.9,58,625,4.3,4.35,2.72
0.46,Ideal,G,IF,61.1,56,1987,5,5.02,3.06
0.32,Ideal,G,VS1,61.8,55,559,4.42,4.45,2.74
0.83,Good,G,VS2,63.7,60.9,3195,5.84,5.92,3.75
1.45,Very Good,J,VS2,62.6,58,6980,7.28,7.16,4.52
0.81,Good,H,SI1,63,58,2534,5.79,5.87,3.67
0.91,Very Good,E,SI1,61.9,61,4211,6.1,6.12,3.78
0.36,Premium,D,VS2,60.5,58,852,4.6,4.63,2.79
1.5,Fair,I,SI2,70.1,58,4328,6.96,6.85,4.84
0.3,Ideal,G,VS1,62.9,57,776,4.31,4.28,2.7
0.41,Good,H,VS2,64.1,57,729,4.72,4.64,3
1.23,Premium,F,SI2,61.2,58,6038,6.91,6.84,4.21
0.93,Premium,D,SI1,60.8,59,4448,6.27,6.24,3.8
1.2,Very Good,G,VVS1,60.9,59,9139,6.87,6.79,4.16
0.4,Good,H,VS1,63.4,58,807,4.74,4.66,2.98
0.44,Very Good,G,SI1,61.6,61,772,4.83,4.88,2.99
0.39,Very Good,G,VVS2,62.1,55,875,4.67,4.7,2.91
1.24,Premium,D,SI2,61,59,5311,6.93,6.97,4.24
0.28,Very Good,F,VVS1,62.9,57,642,4.13,4.17,2.61
0.54,Ideal,H,SI1,61.1,56,1268,5.25,5.27,3.21
0.72,Ideal,H,VVS1,62,55,2958,5.74,5.77,3.57
0.33,Premium,G,VS2,61.1,59,743,4.47,4.43,2.72
0.7,Premium,I,VVS1,59.1,60,2513,5.77,5.8,3.42
0.5,Good,F,SI2,63.5,58,997,4.98,5.03,3.18
0.36,Premium,E,SI2,62.6,57,648,4.54,4.5,2.83
0.78,Ideal,H,SI1,61.1,57,2616,5.9,5.94,3.62
1.19,Ideal,F,VVS2,60.8,57,10748,6.85,6.83,4.16
0.28,Very Good,F,VVS2,60.2,58,628,4.26,4.28,2.57
0.39,Ideal,F,SI1,62.5,55,718,4.63,4.68,2.91
1.58,Premium,D,SI2,59.6,59,10934,7.67,7.61,4.55
0.25,Very Good,E,VVS2,62.2,57,548,4.02,4.12,2.53
0.33,Ideal,G,VS1,62.1,56,854,4.42,4.4,2.74
1.51,Premium,E,VS2,62.6,60,14844,7.28,7.22,4.54
0.32,Very Good,H,SI1,63,59,461,4.33,4.37,2.74
0.24,Ideal,F,VVS1,60.8,55,678,4.03,4.06,2.46
0.81,Very Good,E,SI2,63.7,57,2735,5.86,5.94,3.76
1.23,Premium,F,VVS2,61.6,59,11534,6.9,6.8,4.22
0.5,Very Good,E,VS2,63.4,59,1629,5.09,5.06,3.22
1.56,Ideal,F,SI2,61.6,56,10210,7.41,7.45,4.58
0.33,Very Good,E,VVS1,61.8,54,945,4.47,4.49,2.77
0.72,Ideal,E,VS2,61.3,57,3223,5.76,5.79,3.54
1.22,Very Good,G,SI1,61.8,58,6656,6.82,6.88,4.23
0.31,Ideal,G,VS2,61.4,56,574,4.34,4.37,2.67
0.41,Premium,D,SI1,62.9,58,1015,4.75,4.7,2.97
0.33,Ideal,F,VVS2,61.1,55,824,4.46,4.48,2.73
0.64,Premium,E,VVS2,62.1,58,2870,5.56,5.51,3.44
0.9,Good,G,SI2,63.4,59,3303,6.04,6.08,3.84
1.01,Premium,F,I1,61.8,60,2781,6.39,6.36,3.94
1,Good,F,VS2,62.1,61,6030,6.31,6.38,3.94
0.41,Premium,G,VS2,61.3,57,1061,4.8,4.76,2.93
0.3,Very Good,G,VS1,60.3,62,605,4.3,4.33,2.6
1.22,Ideal,F,VVS2,61.9,53,11730,6.9,6.92,4.28
0.61,Very Good,E,SI1,60.1,59,1721,5.48,5.51,3.3
0.32,Premium,E,I1,60.9,58,345,4.38,4.42,2.68
0.33,Premium,E,VS2,60.7,58,723,4.47,4.49,2.72
1.2,Ideal,H,VS2,62.6,56,6586,6.76,6.73,4.22
0.73,Very Good,F,SI2,58,61,2485,5.94,5.99,3.46
0.31,Ideal,H,VVS1,60.8,55,942,4.42,4.39,2.68
1.5,Very Good,G,I1,60.3,61,5808,7.34,7.39,4.44
0.53,Ideal,H,VS1,61.3,57,1607,5.22,5.18,3.19
0.3,Ideal,E,VS1,61.7,57,911,4.31,4.28,2.65
0.7,Ideal,D,VS1,61.7,57,3419,5.71,5.74,3.53
0.43,Premium,D,SI1,61.2,58,830,4.83,4.87,2.97
0.7,Good,E,VS1,63.6,58,2964,5.61,5.56,3.55
0.57,Ideal,E,VS2,61.8,55,1949,5.38,5.34,3.31
0.4,Premium,I,VVS1,62.7,59,1080,4.71,4.67,2.94
0.61,Premium,G,VS2,63,58,1800,5.43,5.4,3.41
0.43,Ideal,F,SI1,61.8,56,1016,4.87,4.84,3
0.3,Very Good,E,VVS1,62.1,57,862,4.27,4.3,2.66
0.7,Ideal,I,VS2,62,54.1,2240,5.7,5.73,3.55
0.48,Fair,E,VS2,64.9,54,1215,4.94,4.92,3.2
0.58,Ideal,D,SI2,60.9,56,1607,5.4,5.44,3.3
1.01,Premium,E,VS2,62.4,60,6488,6.39,6.43,4
1.21,Very Good,G,SI2,59.3,59,5364,6.97,7,4.14
1.06,Very Good,G,VS1,60.5,56,6707,6.65,6.6,4.01
0.3,Ideal,D,VS2,61.5,55,911,4.35,4.3,2.66
2.04,Premium,I,SI2,60.3,60,14660,8.26,8.19,4.96
0.9,Premium,D,SI1,61.7,56,3568,6.16,6.09,3.78
0.5,Very Good,G,SI1,59.3,58,1133,5.19,5.24,3.09
0.62,Very Good,E,SI2,63.4,56,1426,5.4,5.45,3.44
0.39,Ideal,G,IF,60.6,56,1209,4.73,4.76,2.87
1.16,Ideal,H,SI1,62.2,55,5554,6.79,6.74,4.21
1.01,Ideal,E,I1,62,57,3388,6.37,6.41,3.96
1.04,Ideal,E,SI2,61.1,56,5067,6.55,6.51,3.99
0.31,Premium,G,VS2,61.8,58,435,4.35,4.39,2.7
1.01,Ideal,E,IF,61.4,57,12865,6.53,6.46,3.99
2.04,Fair,I,SI2,66.6,56,9802,7.8,7.77,5.19
0.72,Very Good,F,SI1,63.4,58,2670,5.69,5.66,3.6
1.59,Ideal,J,SI1,62.4,55,8325,7.48,7.45,4.66
1.11,Premium,G,SI1,62.7,57,5408,6.62,6.5,4.11
1.05,Very Good,H,SI1,63.2,56,5027,6.51,6.47,4.1
0.71,Ideal,D,SI2,61.6,56,2690,5.78,5.82,3.57
0.79,Premium,F,VS2,60.7,60,3089,5.95,5.97,3.62
0.34,Premium,H,VS1,61.4,59,596,4.5,4.53,2.77
0.9,Ideal,E,SI1,61.7,57,4940,6.21,6.24,3.84
2,Good,G,SI2,64.3,56,12654,7.93,7.89,5.09
1.5,Ideal,D,VS2,62.6,56,15848,7.21,7.27,4.53
1.56,Good,H,SI1,63.7,57,7862,7.34,7.25,4.65
0.85,Fair,H,I1,66.9,54,1250,5.98,5.75,3.94
0.3,Ideal,E,VVS2,61.3,57,949,4.3,4.32,2.64
0.33,Premium,G,VS1,61.3,58,666,4.42,4.45,2.72
0.39,Ideal,G,SI2,62,55,683,4.69,4.73,2.92
0.5,Ideal,E,SI1,62.2,57,1331,5.05,5.08,3.15
0.71,Good,F,SI1,63.6,54,2345,5.65,5.61,3.58
0.31,Ideal,E,SI1,63,57,698,4.32,4.29,2.71
0.73,Ideal,J,SI1,62,55,2184,5.75,5.86,3.6
0.55,Very Good,D,VS2,60.4,59,1755,5.29,5.34,3.21
0.76,Ideal,D,VS1,61.7,56,4377,5.84,5.87,3.61
0.58,Ideal,D,SI2,61.7,54,1356,5.4,5.43,3.34
1.19,Good,H,VS1,60.8,61,7152,6.86,6.88,4.18
0.72,Good,F,SI1,64,61,2563,5.67,5.62,3.61
1.12,Premium,G,SI2,60.8,55,4798,6.84,6.69,4.11
0.79,Premium,E,VVS1,62.8,60,4490,5.89,5.8,3.67
0.9,Good,J,SI1,63.2,60,2729,6.09,6.12,3.86
1,Very Good,D,SI2,63.2,56,3965,6.38,6.33,4.02
1.28,Ideal,G,VS1,62.1,56,10537,6.97,6.94,4.32
0.3,Premium,E,VS1,61.4,59,814,4.32,4.28,2.64
0.52,Premium,G,VVS2,61.2,59,1911,5.14,5.16,3.15
1.01,Very Good,H,SI1,63,57,5172,6.34,6.36,4
1.1,Premium,H,SI2,62.8,55,4004,6.68,6.57,4.16
1.63,Ideal,I,SI1,61.3,56,9694,7.64,7.56,4.66
0.72,Good,I,SI1,63.6,59,1909,5.61,5.58,3.56
0.35,Good,G,SI1,63.8,54,522,4.46,4.48,2.85
1.01,Premium,G,SI1,62.3,60,4395,6.31,6.25,3.91
0.23,Very Good,G,VVS2,60.4,58,354,3.97,4.01,2.41
0.5,Premium,E,VS2,60.7,59,1581,5.11,5.13,3.11
1.51,Very Good,G,SI1,59.6,60,10576,7.42,7.45,4.43
0.5,Good,D,SI1,62.9,59,1436,4.94,5.01,3.13
1.13,Premium,E,SI1,60.8,58,5179,6.77,6.71,4.1
0.53,Premium,G,VS2,62.4,59,1607,5.16,5.13,3.21
1.11,Fair,H,SI1,65.7,61,5178,6.42,6.39,4.21
0.3,Very Good,H,VS1,63.3,56,675,4.3,4.26,2.71
0.32,Premium,F,VS2,59.7,59,645,4.41,4.44,2.64
0.56,Very Good,D,SI1,62.2,63,1378,5.23,5.28,3.27
1.03,Premium,G,SI1,58.4,58,5249,6.66,6.62,3.88
0.38,Ideal,F,VVS1,61.5,56,1120,4.68,4.71,2.88
0.5,Premium,F,SI2,61.4,61,1172,5.14,5.09,3.14
0.3,Ideal,G,VVS2,61.5,55,684,4.3,4.32,2.65
0.91,Ideal,E,SI2,60.8,56,3968,6.25,6.29,3.81
1.25,Ideal,H,SI2,61.2,57,5706,6.89,6.93,4.23
0.34,Ideal,E,IF,62,56,1163,4.47,4.5,2.78
1.09,Ideal,H,SI2,61.5,55,4212,6.65,6.68,4.1
1.01,Very Good,G,SI1,62.9,54,4588,6.41,6.47,4.05
2.14,Ideal,I,SI2,61.9,56,14452,8.26,8.22,5.1
0.3,Premium,E,SI1,59.5,58,675,4.42,4.39,2.62
0.7,Ideal,I,SI2,61.5,53,1702,5.74,5.77,3.54
0.27,Ideal,G,VS2,61.5,55,490,4.18,4.21,2.58
0.33,Very Good,G,VVS2,60,63,752,4.45,4.49,2.68
1.5,Very Good,D,VS2,62.4,57,17153,7.2,7.25,4.51
1.32,Ideal,I,VS2,60.8,57,7209,7.07,7.02,4.28
0.34,Premium,F,SI1,59.8,58,727,4.57,4.53,2.72
1.11,Ideal,F,SI2,62,57,4227,6.67,6.64,4.13
0.75,Premium,F,SI2,60.5,58,2394,5.91,5.86,3.56
0.78,Very Good,I,SI1,63.1,56,2228,5.88,5.82,3.69
1.06,Ideal,G,SI2,61,57,4578,6.56,6.61,4.02
1.55,Premium,H,SI1,61.8,59,10277,7.45,7.38,4.58
1.22,Premium,D,SI2,61.8,58,5643,6.86,6.8,4.22
0.91,Very Good,G,SI1,63.5,58,4081,6.15,6.04,3.87
1,Fair,G,I1,66.4,59,2808,6.16,6.09,4.07
0.32,Ideal,H,VS1,62.8,55,720,4.41,4.35,2.75
1.01,Very Good,D,SI1,63.3,57,5622,6.33,6.37,4.02
0.7,Ideal,G,SI1,60.5,57,2460,5.74,5.79,3.49
0.41,Ideal,E,VS1,61.5,56,1007,4.77,4.79,2.94
0.31,Ideal,H,SI1,61.3,57,421,4.36,4.38,2.68
0.37,Very Good,H,VVS2,62.2,59,746,4.54,4.56,2.83
0.73,Ideal,G,SI1,62.3,54,2321,5.81,5.78,3.61
0.4,Premium,G,VS2,62.8,61,1035,4.67,4.63,2.92
0.6,Very Good,F,VVS1,61.2,58,3333,5.42,5.46,3.33
1.07,Ideal,I,SI1,61.5,57,5748,6.57,6.59,4.05
1,Good,E,VVS2,64.1,57,7692,6.32,6.29,4.04
0.4,Ideal,H,VS2,61.4,55,725,4.76,4.78,2.93
0.51,Good,H,SI2,56.7,60,1060,5.38,5.35,3.04
0.41,Premium,D,SI2,62.3,61,818,4.75,4.72,2.95
2.01,Good,G,SI2,63.6,59,15977,8,7.95,5.07
0.75,Ideal,E,SI1,61.3,57,3053,5.84,5.91,3.6
0.5,Premium,F,VVS2,60.6,58,1814,5.2,5.1,3.12
0.53,Ideal,H,VS2,61.7,56,1435,5.17,5.21,3.2
0.33,Very Good,H,SI2,63.5,57,534,4.39,4.36,2.78
0.9,Fair,D,SI1,64,63,4796,6.12,6.04,3.89
0.4,Ideal,G,VVS1,61.2,56,1043,4.77,4.8,2.93
0.54,Good,E,SI1,59.9,63,1601,5.25,5.3,3.16
0.4,Ideal,F,SI2,62,57,597,4.7,4.72,2.92
0.3,Ideal,E,VVS2,62.3,56,766,4.3,4.34,2.69
0.43,Very Good,G,VS1,58.4,60,817,4.95,4.98,2.9
0.51,Ideal,E,SI1,61.7,55,1437,5.18,5.2,3.2
1.23,Ideal,H,SI2,62.4,57,6152,6.79,6.84,4.25
0.74,Very Good,H,SI1,62.4,58,2426,5.71,5.76,3.58
1,Very Good,G,SI2,60,62,4195,6.45,6.48,3.88
1.01,Good,F,SI2,64.3,59,4197,6.33,6.26,4.05
1.7,Premium,I,VS2,61.3,59,9330,7.69,7.59,4.68
1.51,Premium,E,SI1,61.5,61,11565,7.41,7.31,4.53
0.3,Very Good,D,SI1,58.8,63,614,4.35,4.32,2.55
1,Good,I,VS1,63.8,56,4202,6.35,6.32,4.04
0.58,Good,G,VS1,59,62,1777,5.44,5.48,3.22
2.02,Ideal,H,SI2,62.7,57,15785,8.05,8,5.03
0.3,Ideal,E,IF,61.1,57,957,4.31,4.33,2.64
1.12,Premium,G,SI2,61.2,58,4084,6.67,6.69,4.09
0.55,Ideal,H,SI2,61.4,55,959,5.27,5.29,3.24
0.3,Premium,G,VVS2,62,58,878,4.29,4.26,2.65
1.01,Very Good,H,SI1,61.8,59,4876,6.37,6.41,3.95
1.02,Premium,G,SI1,60.8,58,4633,6.46,6.5,3.94
0.51,Premium,E,SI1,61.2,61,1402,5.16,5.13,3.15
1.01,Very Good,D,SI1,59.1,61,4821,6.46,6.5,3.83
0.93,Ideal,D,SI1,61.6,57,4724,6.27,6.33,3.88
1.01,Good,G,VS2,60.2,65,5050,6.55,6.48,3.92
1.04,Ideal,H,SI2,60.5,57,3786,6.55,6.51,3.95
1.01,Ideal,D,VVS1,62.5,55,11661,6.39,6.44,4.01
0.63,Ideal,E,VS2,60.8,57,2513,5.53,5.55,3.37
1.04,Ideal,G,VS2,62.5,57,6589,6.46,6.49,4.05
1.01,Premium,I,SI2,62.1,59,3899,6.39,6.42,3.98
1.59,Ideal,I,SI1,62.1,57,8835,7.48,7.46,4.64
0.3,Premium,I,VS1,60.5,60,473,4.3,4.33,2.61
1.02,Premium,G,VS1,62,56,6683,6.5,6.43,4.01
0.71,Premium,F,VS2,62.6,58,2853,5.67,5.7,3.56
0.31,Ideal,F,VVS1,62.4,55,921,4.32,4.34,2.7
0.35,Ideal,H,VVS1,61.5,57,1024,4.54,4.53,2.79
0.79,Very Good,H,SI1,63.4,57,2649,5.86,5.9,3.73
2.03,Very Good,H,SI2,56.8,61,16442,8.52,8.42,4.81
0.73,Ideal,E,SI2,61.5,55,2896,5.82,5.86,3.59
0.9,Very Good,D,SI1,63.4,57,4447,6.13,6.1,3.88
1.05,Ideal,G,SI1,62.3,55,5361,6.47,6.54,4.05
1.13,Ideal,H,I1,62.2,55,3745,6.69,6.65,4.15
0.31,Ideal,F,VS2,61.9,55,802,4.35,4.31,2.68
0.41,Ideal,F,VS1,62,57,1007,4.73,4.76,2.94
1.01,Good,H,SI1,59.4,60,4616,6.49,6.54,3.87
0.52,Very Good,F,VVS2,62.1,58,2064,5.12,5.16,3.19
1.25,Premium,J,VS2,59.8,58,3751,7.02,6.96,4.18
0.73,Ideal,E,SI1,61.4,56,2886,5.79,5.81,3.56
0.56,Ideal,D,VS2,61.9,57,1963,5.26,5.3,3.27
1.22,Ideal,H,VS2,61.3,56,8596,6.85,6.88,4.21
1.02,Ideal,H,SI2,61,58,4360,6.5,6.54,3.98
1.34,Premium,D,SI2,61.5,58,7305,7.04,7.07,4.34
0.34,Ideal,J,VS1,62,54,464,4.52,4.55,2.81
0.3,Premium,H,VS1,61.3,58,675,4.32,4.29,2.64
0.57,Very Good,H,VVS2,62.2,56,1726,5.32,5.35,3.31
1.12,Ideal,G,SI2,61.5,57,5018,6.74,6.68,4.13
0.32,Ideal,D,VS2,62.5,56,972,4.45,4.38,2.76
0.4,Very Good,D,VS2,63.5,55,952,4.69,4.66,2.97
1.5,Very Good,F,IF,63.2,58,18552,7.2,7.32,4.59
0.9,Very Good,E,SI2,64.2,54,3449,6.08,6.11,3.91
1.15,Ideal,G,VS1,61.9,56,7999,6.71,6.73,4.16
1.2,Premium,I,VS2,62.6,58,5699,6.77,6.72,4.22
0.91,Ideal,G,SI2,62.2,57,3425,6.18,6.24,3.86
0.72,Ideal,H,VS2,62.3,52,2548,5.76,5.82,3.61
0.32,Very Good,G,VS2,62.3,55,544,4.38,4.41,2.73
1.13,Fair,H,I1,64.8,59,2968,6.52,6.42,4.19
0.43,Premium,G,VVS2,62.3,60,1129,4.85,4.78,3
1.03,Premium,E,VS1,59.6,59,7817,6.59,6.57,3.92
0.51,Ideal,F,VVS2,62.6,57,2093,5.1,5.13,3.2
0.71,Very Good,G,VS2,61.5,57,2543,5.69,5.73,3.51
1,Ideal,E,VS2,61.6,57,6600,6.38,6.44,3.95
1.03,Ideal,H,SI2,60.6,56,4283,6.53,6.63,3.99
0.71,Good,E,VS1,59.4,61,3464,5.8,5.89,3.47
0.7,Premium,F,SI1,62.1,59,2196,5.68,5.72,3.54
0.71,Good,H,SI1,64,61,2207,5.61,5.54,3.57
1.04,Ideal,I,VS1,61.8,56,5229,6.49,6.51,4.02
0.35,Good,H,SI1,63.1,58,491,4.46,4.51,2.83
1.02,Premium,F,VS2,61.3,58,6479,6.42,6.54,3.97
0.46,Ideal,I,VVS2,61.4,57,1006,4.96,5,3.06
0.3,Ideal,H,SI1,61.3,58,450,4.3,4.34,2.65
0.74,Premium,F,SI1,61.2,59,2744,5.88,5.82,3.58
0.5,Good,I,VVS2,64.8,56,1280,4.92,4.99,3.21
0.7,Very Good,E,VS1,63.4,56,3107,5.6,5.63,3.56
0.4,Ideal,G,SI2,60.4,56,745,4.78,4.82,2.9
0.32,Very Good,D,SI1,62.9,56,550,4.38,4.4,2.76
0.3,Ideal,F,VS2,61.4,57,605,4.34,4.36,2.67
1.02,Premium,D,VS2,62.7,58,7101,6.44,6.35,4.01
0.5,Good,G,VVS2,64.1,56,1666,5.02,5.06,3.23
0.27,Ideal,F,VVS2,62.7,55,760,4.1,4.12,2.58
0.26,Very Good,E,VS1,60.7,59,453,4.09,4.12,2.49
0.71,Very Good,I,VVS2,59.5,60,2400,5.82,5.87,3.48
1.27,Very Good,I,SI1,63,60,6654,6.86,6.8,4.3
