date_time,pressure_mbar,temperature_celsius,dew_point_celsius,relative_humidity_percent,vapor_pressure_actual_mbar,specific_humidity_g_per_kg,air_density_g_per_m_cubed,wind_velocity_m_per_s,wind_direction_degrees,rainfall_mm,season
2021-09-30 00:00:00,996.98,8.57,5.84,82.9,9.25,5.79,1228.49,2.22,205.8,0.0,autumn
2021-09-30 01:00:00,997.47,7.69,5.74,87.4,9.19,5.75,1232.96,1.32,224.7,0.0,autumn
2021-09-30 02:00:00,997.7,8.27,5.51,82.7,9.05,5.66,1230.79,3.07,199.3,0.0,autumn
2021-09-30 03:00:00,998.16,8.25,5.49,82.7,9.03,5.65,1231.45,2.37,203.7,0.0,autumn
2021-09-30 04:00:00,998.47,8.06,5.41,83.3,8.98,5.61,1232.68,2.19,221.4,0.0,autumn
2021-09-30 05:00:00,999.02,7.65,5.39,85.5,8.97,5.6,1235.16,2.2,203.6,0.0,autumn
2021-09-30 06:00:00,999.45,7.59,5.43,86.1,8.99,5.62,1235.95,1.03,175.4,0.0,autumn
2021-09-30 07:00:00,999.59,8.24,5.6,83.4,9.1,5.68,1233.23,3.82,210.1,0.0,autumn
2021-09-30 08:00:00,999.89,10.05,6.16,76.69,9.46,5.91,1225.55,4.25,208.3,0.0,autumn
2021-09-30 09:00:00,1000.31,11.22,6.59,73.11,9.75,6.09,1220.89,4.65,220.6,0.0,autumn
2021-09-30 10:00:00,1000.67,12.22,6.46,67.82,9.66,6.03,1217.09,5.32,211.8,0.0,autumn
2021-09-30 11:00:00,1000.72,13.05,6.28,63.41,9.54,5.95,1213.68,5.75,208.5,0.0,autumn
2021-09-30 12:00:00,1000.5,13.04,5.32,59.36,8.93,5.57,1213.74,5.08,209.3,0.0,autumn
2021-09-30 13:00:00,1000.31,13.62,4.83,55.22,8.62,5.38,1211.18,3.16,238.8,0.0,autumn
2021-09-30 14:00:00,1000.06,14.17,4.3,51.35,8.31,5.19,1208.71,3.13,245.8,0.0,autumn
2021-09-30 15:00:00,999.74,15.05,3.74,46.62,7.99,4.98,1204.78,3.16,229.9,0.0,autumn
2021-09-30 16:00:00,999.46,14.5,4.12,49.62,8.21,5.12,1206.64,1.92,222.0,0.0,autumn
2021-09-30 17:00:00,999.24,13.14,5.1,58.07,8.79,5.49,1211.84,1.87,232.2,0.0,autumn
2021-09-30 18:00:00,999.5,11.91,5.03,62.67,8.75,5.46,1217.41,2.57,245.1,0.0,autumn
2021-09-30 19:00:00,999.66,9.26,6.16,80.9,9.46,5.91,1228.7,0.67,159.3,0.0,autumn
2021-09-30 20:00:00,999.76,9.17,6.49,83.3,9.68,6.05,1229.11,0.23,39.58,0.0,autumn
2021-09-30 21:00:00,999.62,8.48,6.6,87.9,9.75,6.09,1231.92,1.1,128.8,0.0,autumn
2021-09-30 22:00:00,999.52,8.08,6.67,90.8,9.8,6.12,1233.52,0.6,34.44,0.0,autumn
2021-09-30 23:00:00,999.38,7.8,6.85,93.7,9.92,6.2,1234.53,0.31,37.69,0.0,autumn
2021-10-01 00:00:00,999.21,7.97,6.33,89.4,9.58,5.98,1233.75,0.8,147.2,0.0,autumn
2021-10-01 01:00:00,998.92,7.26,6.04,91.9,9.38,5.86,1236.57,0.93,209.6,0.0,autumn
2021-10-01 02:00:00,998.52,6.62,5.63,93.4,9.12,5.7,1239.05,0.91,201.7,0.0,autumn
2021-10-01 03:00:00,998.22,6.32,5.64,95.4,9.13,5.71,1240.0,1.34,194.3,0.0,autumn
2021-10-01 04:00:00,997.92,5.68,5.46,98.5,9.02,5.64,1242.51,1.15,180.1,0.0,autumn
2021-10-01 05:00:00,997.4,5.33,5.17,98.9,8.84,5.53,1243.49,0.63,179.5,0.0,autumn
2021-10-01 06:00:00,996.95,4.94,4.85,99.4,8.64,5.41,1244.79,0.49,140.7,0.0,autumn
2021-10-01 07:00:00,996.85,5.6,4.87,95.0,8.65,5.41,1241.69,0.41,46.89,0.0,autumn
2021-10-01 08:00:00,996.59,7.75,5.53,85.8,9.06,5.67,1231.7,1.36,191.7,0.0,autumn
2021-10-01 09:00:00,996.23,10.25,5.83,74.0,9.25,5.8,1220.28,3.52,161.1,0.0,autumn
2021-10-01 10:00:00,995.68,12.97,7.29,68.32,10.23,6.41,1207.57,3.36,164.3,0.0,autumn
2021-10-01 11:00:00,994.97,15.61,8.3,61.7,10.96,6.88,1195.34,3.12,181.5,0.0,autumn
2021-10-01 12:00:00,994.25,16.96,6.58,50.33,9.74,6.12,1189.46,5.26,187.3,0.0,autumn
2021-10-01 13:00:00,993.51,17.98,6.08,45.57,9.41,5.91,1184.55,4.06,185.3,0.0,autumn
2021-10-01 14:00:00,992.81,18.56,4.11,38.3,8.2,5.15,1181.91,4.26,170.8,0.0,autumn
2021-10-01 15:00:00,992.09,18.94,5.18,40.31,8.84,5.56,1179.23,3.25,181.0,0.0,autumn
2021-10-01 16:00:00,991.41,18.21,6.29,45.59,9.55,6.01,1181.05,3.39,193.2,0.0,autumn
2021-10-01 17:00:00,990.97,17.58,6.49,48.1,9.68,6.1,1183.02,3.33,191.5,0.0,autumn
2021-10-01 18:00:00,991.19,15.98,7.31,56.32,10.24,6.45,1189.58,3.47,227.0,0.0,autumn
2021-10-01 19:00:00,990.97,14.85,7.59,61.72,10.44,6.58,1193.89,2.07,211.3,0.0,autumn
2021-10-01 20:00:00,990.62,13.04,8.11,71.96,10.82,6.82,1200.84,1.16,194.0,0.0,autumn
2021-10-01 21:00:00,990.28,12.47,8.1,74.64,10.81,6.82,1202.82,1.52,211.0,0.0,autumn
2021-10-01 22:00:00,989.87,12.14,8.17,76.63,10.86,6.85,1203.69,2.18,211.3,0.0,autumn
2021-10-01 23:00:00,989.71,9.71,8.38,91.4,11.02,6.95,1213.76,0.82,84.5,0.0,autumn
2021-10-02 00:00:00,989.24,9.22,8.24,93.6,10.92,6.89,1215.34,1.12,15.35,0.0,autumn
2021-10-02 01:00:00,989.12,11.03,8.73,85.7,11.29,7.13,1207.28,0.93,38.62,0.0,autumn
2021-10-02 02:00:00,989.1,11.07,8.81,85.9,11.34,7.16,1207.06,0.51,114.4,0.0,autumn
2021-10-02 03:00:00,988.96,10.55,9.03,90.3,11.52,7.28,1209.02,1.39,195.8,0.0,autumn
2021-10-02 04:00:00,988.95,10.69,9.3,91.1,11.73,7.41,1208.31,1.07,206.0,0.0,autumn
2021-10-02 05:00:00,988.64,10.09,9.22,94.3,11.66,7.37,1210.52,1.98,139.3,0.0,autumn
2021-10-02 06:00:00,988.81,10.55,9.44,92.8,11.84,7.48,1208.68,0.97,205.2,0.0,autumn
2021-10-02 07:00:00,988.86,11.1,9.67,90.9,12.03,7.6,1206.32,0.71,42.76,0.0,autumn
2021-10-02 08:00:00,988.96,12.98,10.15,82.9,12.42,7.85,1198.33,0.76,129.9,0.0,autumn
2021-10-02 09:00:00,988.8,15.05,10.41,73.75,12.64,7.99,1189.43,2.93,168.3,0.0,autumn
2021-10-02 10:00:00,988.83,16.1,9.9,66.64,12.21,7.72,1185.34,3.21,199.9,0.0,autumn
2021-10-02 11:00:00,988.33,17.6,9.0,57.02,11.49,7.27,1178.96,5.66,202.0,0.0,autumn
2021-10-02 12:00:00,987.62,18.58,8.26,50.98,10.93,6.91,1174.4,5.03,198.7,0.0,autumn
2021-10-02 13:00:00,987.01,19.52,6.69,43.18,9.82,6.21,1170.41,5.69,218.4,0.0,autumn
2021-10-02 14:00:00,986.58,19.78,7.7,45.53,10.52,6.66,1168.54,4.89,193.2,0.0,autumn
2021-10-02 15:00:00,986.06,20.21,8.77,47.68,11.31,7.17,1165.85,4.41,195.4,0.0,autumn
2021-10-02 16:00:00,985.48,19.9,9.83,52.23,12.16,7.71,1166.02,2.9,189.6,0.0,autumn
2021-10-02 17:00:00,984.79,19.22,9.88,54.66,12.2,7.74,1167.89,3.01,201.2,0.0,autumn
2021-10-02 18:00:00,984.55,18.32,11.01,62.34,13.15,8.35,1170.78,3.08,211.2,0.0,autumn
2021-10-02 19:00:00,984.49,17.88,11.64,66.85,13.72,8.71,1172.22,3.72,198.8,0.0,autumn
2021-10-02 20:00:00,983.74,16.38,11.47,72.67,13.56,8.62,1177.46,3.4,185.6,0.0,autumn
2021-10-02 21:00:00,983.5,16.27,11.5,73.33,13.59,8.64,1177.61,3.06,196.4,0.0,autumn
2021-10-02 22:00:00,982.92,15.48,11.58,77.54,13.66,8.69,1180.1,2.51,197.6,0.0,autumn
2021-10-02 23:00:00,982.56,15.45,11.12,75.34,13.24,8.43,1179.98,2.27,204.0,0.0,autumn
2021-10-03 00:00:00,982.24,15.26,10.36,72.5,12.59,8.01,1180.66,2.07,202.8,0.0,autumn
2021-10-03 01:00:00,981.93,16.13,9.53,64.89,11.92,7.58,1177.05,2.35,186.9,0.0,autumn
2021-10-03 02:00:00,981.72,16.47,9.5,63.36,11.89,7.57,1175.43,2.75,188.5,0.0,autumn
2021-10-03 03:00:00,981.48,15.92,9.79,66.9,12.12,7.72,1177.27,2.3,193.5,0.0,autumn
2021-10-03 04:00:00,981.2,15.69,9.96,68.67,12.26,7.81,1177.8,2.99,187.0,0.0,autumn
2021-10-03 05:00:00,980.96,15.82,10.03,68.42,12.32,7.85,1176.96,4.11,177.0,0.0,autumn
2021-10-03 06:00:00,981.04,15.81,10.0,68.34,12.29,7.83,1177.11,2.7,182.7,0.0,autumn
2021-10-03 07:00:00,980.97,15.58,9.78,68.34,12.11,7.72,1178.04,3.69,176.9,0.0,autumn
2021-10-03 08:00:00,980.95,15.85,9.45,65.69,11.85,7.55,1177.04,4.81,171.2,0.0,autumn
2021-10-03 09:00:00,981.17,16.64,9.37,62.11,11.78,7.5,1174.12,4.05,188.4,0.0,autumn
2021-10-03 10:00:00,981.23,17.15,9.69,61.45,12.04,7.67,1172.02,4.57,193.2,0.0,autumn
2021-10-03 11:00:00,981.26,17.64,10.06,61.07,12.34,7.86,1169.94,3.09,172.7,0.0,autumn
2021-10-03 12:00:00,981.09,18.14,10.3,60.14,12.54,7.99,1167.64,4.1,156.3,0.0,autumn
2021-10-03 13:00:00,980.69,18.77,10.85,59.97,13.01,8.29,1164.43,2.1,169.9,0.0,autumn
2021-10-03 14:00:00,980.43,20.09,11.38,57.23,13.48,8.6,1158.67,1.12,148.1,0.0,autumn
2021-10-03 15:00:00,980.35,19.99,12.5,62.01,14.51,9.26,1158.5,1.55,205.8,0.0,autumn
2021-10-03 16:00:00,980.56,20.28,12.65,61.53,14.66,9.35,1157.54,0.72,244.4,0.0,autumn
2021-10-03 17:00:00,981.31,20.3,13.09,63.24,15.09,9.62,1158.16,1.09,194.9,0.0,autumn
2021-10-03 18:00:00,981.94,19.89,12.92,64.12,14.91,9.5,1160.61,2.0,214.1,0.0,autumn
2021-10-03 19:00:00,982.97,19.9,13.17,65.17,15.17,9.65,1161.68,2.31,203.6,0.0,autumn
2021-10-03 20:00:00,983.41,18.76,13.02,69.27,15.02,9.55,1166.81,2.82,205.3,0.0,autumn
2021-10-03 21:00:00,984.72,19.12,12.96,67.44,14.95,9.5,1166.96,3.21,220.6,0.0,autumn
2021-10-03 22:00:00,985.79,18.7,12.88,68.89,14.88,9.44,1169.95,2.2,197.6,0.0,autumn
2021-10-03 23:00:00,986.48,17.68,12.79,73.02,14.79,9.38,1174.92,2.18,222.2,0.0,autumn
2021-10-04 00:00:00,987.01,17.01,12.89,76.66,14.89,9.44,1178.23,0.53,209.8,0.0,autumn
2021-10-04 01:00:00,987.48,17.05,12.71,75.58,14.71,9.32,1178.71,0.96,265.2,0.0,autumn
2021-10-04 02:00:00,987.98,16.6,12.38,76.13,14.4,9.12,1181.28,0.95,337.7,0.0,autumn
2021-10-04 03:00:00,988.47,16.18,12.09,76.67,14.12,8.94,1183.71,1.04,279.6,0.0,autumn
2021-10-04 04:00:00,988.88,15.23,11.26,77.13,13.37,8.45,1188.45,1.08,262.0,0.0,autumn
2021-10-04 05:00:00,989.28,14.68,10.89,77.97,13.04,8.24,1191.36,1.32,239.8,0.0,autumn
2021-10-04 06:00:00,990.11,13.52,11.38,86.9,13.48,8.51,1196.98,0.84,24.99,0.0,autumn
2021-10-04 07:00:00,990.63,13.38,11.2,86.6,13.32,8.4,1198.28,0.65,325.9,0.0,autumn
2021-10-04 08:00:00,991.63,13.3,10.78,84.7,12.96,8.17,1200.0,0.42,15.91,0.0,autumn
2021-10-04 09:00:00,992.55,13.01,9.45,78.93,11.85,7.46,1202.85,1.1,247.7,0.0,autumn
2021-10-04 10:00:00,992.98,12.6,8.92,78.24,11.43,7.19,1205.28,2.32,264.9,0.0,autumn
2021-10-04 11:00:00,993.22,11.73,9.78,87.8,12.11,7.62,1208.94,1.16,225.0,0.0,autumn
2021-10-04 12:00:00,993.61,12.12,10.09,87.4,12.37,7.78,1207.65,1.66,58.78,0.0,autumn
2021-10-04 13:00:00,993.64,12.19,10.25,87.9,12.5,7.86,1207.33,1.95,191.3,0.0,autumn
2021-10-04 14:00:00,992.94,12.02,11.05,93.8,13.19,8.3,1206.87,2.46,170.2,0.0,autumn
2021-10-04 15:00:00,992.95,12.23,11.13,93.0,13.26,8.35,1205.97,2.38,170.9,0.0,autumn
2021-10-04 16:00:00,992.91,12.5,11.19,91.7,13.31,8.38,1204.76,1.67,185.3,0.0,autumn
2021-10-04 17:00:00,992.69,12.63,10.6,87.4,12.79,8.06,1204.18,1.85,158.8,0.0,autumn
2021-10-04 18:00:00,992.78,12.2,10.66,90.3,12.85,8.09,1206.07,1.23,196.5,0.0,autumn
2021-10-04 19:00:00,992.51,11.71,10.76,93.9,12.94,8.15,1207.78,1.52,215.2,0.0,autumn
2021-10-04 20:00:00,992.68,11.33,10.83,96.7,12.99,8.18,1209.57,0.73,217.4,0.0,autumn
2021-10-04 21:00:00,992.05,11.02,10.87,99.0,13.03,8.21,1210.1,0.42,302.9,0.0,autumn
2021-10-04 22:00:00,991.77,10.89,10.83,99.6,13.0,8.19,1210.33,0.24,22.99,0.0,autumn
2021-10-04 23:00:00,991.24,10.83,10.83,100.0,13.0,8.2,1209.94,0.95,83.0,0.0,autumn
2021-10-05 00:00:00,990.38,10.72,10.72,100.0,12.9,8.14,1209.39,0.52,19.25,0.0,autumn
2021-10-05 01:00:00,990.01,10.77,10.77,100.0,12.94,8.17,1208.71,0.57,210.6,0.0,autumn
2021-10-05 02:00:00,989.23,10.92,10.9,99.9,13.06,8.25,1207.06,1.1,324.3,0.0,autumn
2021-10-05 03:00:00,988.55,10.66,10.66,100.0,12.85,8.12,1207.43,1.44,36.14,0.1,autumn
2021-10-05 04:00:00,987.39,10.46,10.46,100.0,12.68,8.03,1206.93,1.34,351.7,0.1,autumn
2021-10-05 05:00:00,986.21,10.65,10.65,100.0,12.84,8.14,1204.6,1.46,19.26,0.3,autumn
2021-10-05 06:00:00,985.66,10.84,10.84,100.0,13.0,8.25,1203.04,0.47,320.4,0.1,autumn
2021-10-05 07:00:00,985.25,10.82,10.82,100.0,12.99,8.24,1202.63,0.83,339.2,0.6,autumn
2021-10-05 08:00:00,984.55,10.84,10.84,100.0,13.0,8.26,1201.68,0.89,220.9,0.3,autumn
2021-10-05 09:00:00,984.1,10.82,10.82,100.0,12.99,8.25,1201.22,0.78,242.1,0.1,autumn
2021-10-05 10:00:00,983.82,10.76,10.76,100.0,12.93,8.22,1201.16,0.64,48.54,0.1,autumn
2021-10-05 11:00:00,983.46,11.08,11.06,99.9,13.2,8.39,1199.24,0.64,240.5,0.1,autumn
2021-10-05 12:00:00,983.55,11.26,11.2,99.6,13.32,8.47,1198.54,1.15,215.8,0.1,autumn
2021-10-05 13:00:00,983.5,12.12,11.41,95.4,13.5,8.59,1194.78,1.48,208.8,0.0,autumn
2021-10-05 14:00:00,983.4,12.6,11.56,93.4,13.65,8.68,1192.58,2.57,202.5,0.0,autumn
2021-10-05 15:00:00,983.15,13.23,12.01,92.3,14.05,8.94,1189.47,1.14,210.1,0.0,autumn
2021-10-05 16:00:00,983.17,13.55,12.16,91.3,14.19,9.03,1188.1,1.94,151.8,0.0,autumn
2021-10-05 17:00:00,982.95,13.51,12.48,93.5,14.5,9.23,1187.86,1.78,163.6,0.0,autumn
2021-10-05 18:00:00,983.02,12.77,12.48,98.1,14.49,9.22,1191.02,1.64,207.1,0.0,autumn
2021-10-05 19:00:00,983.55,12.1,11.58,96.6,13.66,8.68,1194.85,2.77,210.1,0.0,autumn
2021-10-05 20:00:00,983.53,11.83,11.42,97.3,13.51,8.59,1196.03,0.86,178.7,0.0,autumn
2021-10-05 21:00:00,983.64,11.93,10.98,93.9,13.13,8.34,1195.92,1.17,153.8,0.0,autumn
2021-10-05 22:00:00,983.75,11.06,10.85,98.6,13.01,8.27,1199.77,2.53,193.2,0.0,autumn
2021-10-05 23:00:00,983.77,11.85,10.98,94.4,13.13,8.34,1196.41,2.18,193.7,0.0,autumn
2021-10-06 00:00:00,984.15,12.24,11.21,93.4,13.33,8.47,1195.15,2.07,192.3,0.0,autumn
2021-10-06 01:00:00,984.7,12.26,11.23,93.4,13.34,8.47,1195.73,3.93,213.6,0.0,autumn
2021-10-06 02:00:00,985.85,12.26,9.99,86.0,12.29,7.79,1197.62,1.05,239.6,0.0,autumn
2021-10-06 03:00:00,986.52,10.91,9.49,90.9,11.88,7.52,1204.33,0.76,180.6,0.0,autumn
2021-10-06 04:00:00,987.18,9.86,8.91,93.8,11.42,7.23,1209.82,1.72,226.5,0.0,autumn
2021-10-06 05:00:00,987.68,10.57,8.85,89.1,11.38,7.2,1207.42,3.0,216.7,0.0,autumn
2021-10-06 06:00:00,987.99,10.22,8.56,89.4,11.15,7.05,1209.4,2.34,226.3,0.0,autumn
2021-10-06 07:00:00,988.93,10.13,8.44,89.2,11.06,6.99,1210.98,2.58,201.8,0.0,autumn
2021-10-06 08:00:00,989.31,10.96,8.46,84.5,11.08,6.99,1207.9,3.4,211.2,0.0,autumn
2021-10-06 09:00:00,989.69,12.55,8.62,76.92,11.2,7.07,1201.59,3.5,207.4,0.0,autumn
2021-10-06 10:00:00,990.71,13.27,8.54,72.97,11.14,7.02,1199.84,3.06,216.9,0.0,autumn
2021-10-06 11:00:00,991.05,13.14,7.58,68.93,10.43,6.57,1201.12,5.54,216.1,0.0,autumn
2021-10-06 12:00:00,991.55,13.32,7.09,65.86,10.09,6.35,1201.13,4.11,206.5,0.0,autumn
2021-10-06 13:00:00,991.78,13.33,6.97,65.31,10.01,6.3,1201.41,4.09,219.0,0.0,autumn
2021-10-06 14:00:00,991.79,13.7,7.31,65.24,10.24,6.45,1199.76,4.38,211.2,0.0,autumn
2021-10-06 15:00:00,991.83,14.55,6.37,57.86,9.6,6.04,1196.56,3.62,214.9,0.0,autumn
2021-10-06 16:00:00,992.4,13.88,6.71,61.89,9.83,6.18,1199.94,3.56,193.5,0.0,autumn
2021-10-06 17:00:00,992.89,12.94,7.52,69.54,10.39,6.53,1204.22,2.22,205.8,0.0,autumn
2021-10-06 18:00:00,993.91,10.53,8.14,85.1,10.84,6.81,1215.5,2.38,216.4,0.0,autumn
2021-10-06 19:00:00,994.69,10.27,7.41,82.4,10.32,6.48,1217.81,2.13,233.0,0.0,autumn
2021-10-06 20:00:00,995.18,9.34,7.14,86.1,10.13,6.35,1222.51,0.48,17.7,0.0,autumn
2021-10-06 21:00:00,995.72,9.32,7.42,87.9,10.32,6.47,1223.17,2.05,198.1,0.0,autumn
2021-10-06 22:00:00,995.94,8.35,7.54,94.6,10.4,6.52,1227.62,0.98,152.4,0.0,autumn
2021-10-06 23:00:00,996.42,7.69,7.14,96.3,10.12,6.34,1231.23,1.88,210.0,0.0,autumn
2021-10-07 00:00:00,996.85,7.55,7.12,97.1,10.11,6.33,1232.41,1.06,211.5,0.0,autumn
2021-10-07 01:00:00,997.34,7.38,7.04,97.7,10.06,6.3,1233.76,0.99,228.3,0.0,autumn
2021-10-07 02:00:00,997.68,6.85,6.82,99.8,9.9,6.2,1236.61,1.31,212.0,0.0,autumn
2021-10-07 03:00:00,997.99,6.54,6.54,100.0,9.71,6.08,1238.45,1.44,222.5,0.0,autumn
2021-10-07 04:00:00,998.51,5.36,5.36,100.0,8.95,5.59,1244.7,0.69,191.3,0.0,autumn
2021-10-07 05:00:00,998.95,5.26,5.26,100.0,8.89,5.55,1245.73,1.29,214.0,0.0,autumn
2021-10-07 06:00:00,999.48,4.98,4.98,100.0,8.72,5.44,1247.72,0.63,54.99,0.0,autumn
2021-10-07 07:00:00,1000.25,4.0,4.0,100.0,8.14,5.08,1253.38,0.69,191.6,0.0,autumn
2021-10-07 08:00:00,1000.91,5.21,5.21,100.0,8.86,5.52,1248.41,0.68,165.1,0.0,autumn
2021-10-07 09:00:00,1001.35,9.1,7.4,89.1,10.31,6.43,1231.08,1.23,147.2,0.0,autumn
2021-10-07 10:00:00,1001.72,11.08,8.29,82.9,10.95,6.83,1222.66,0.55,85.9,0.0,autumn
2021-10-07 11:00:00,1001.72,13.16,8.62,73.9,11.2,6.98,1213.66,1.11,92.1,0.0,autumn
2021-10-07 12:00:00,1001.8,14.27,8.07,66.21,10.79,6.72,1209.27,0.95,111.5,0.0,autumn
2021-10-07 13:00:00,1001.86,14.73,7.89,63.49,10.66,6.64,1207.46,1.13,113.9,0.0,autumn
2021-10-07 14:00:00,1001.67,15.08,8.39,64.24,11.03,6.88,1205.6,2.12,37.07,0.0,autumn
2021-10-07 15:00:00,1001.84,15.31,8.43,63.48,11.06,6.9,1204.83,3.41,37.79,0.0,autumn
2021-10-07 16:00:00,1001.97,14.74,8.41,65.75,11.04,6.88,1207.38,2.28,47.0,0.0,autumn
2021-10-07 17:00:00,1002.17,14.19,8.73,69.63,11.29,7.03,1209.82,1.22,61.4,0.0,autumn
2021-10-07 18:00:00,1002.64,13.12,8.86,75.32,11.39,7.09,1214.87,1.57,4.55,0.0,autumn
2021-10-07 19:00:00,1003.28,11.71,9.0,83.4,11.49,7.15,1221.62,0.22,86.4,0.0,autumn
2021-10-07 20:00:00,1003.45,10.61,8.74,88.2,11.29,7.03,1226.65,0.34,74.55,0.0,autumn
2021-10-07 21:00:00,1003.68,9.42,8.57,94.4,11.16,6.95,1232.17,0.45,255.9,0.0,autumn
2021-10-07 22:00:00,1003.75,8.71,8.38,97.8,11.02,6.86,1235.42,0.18,7.06,0.0,autumn
2021-10-07 23:00:00,1003.79,8.08,7.9,98.8,10.67,6.64,1238.41,0.54,184.9,0.0,autumn
2021-10-08 00:00:00,1003.9,7.26,7.26,100.0,10.21,6.35,1242.36,0.87,180.5,0.0,autumn
2021-10-08 01:00:00,1003.91,7.11,7.11,100.0,10.1,6.28,1243.11,0.25,68.46,0.0,autumn
2021-10-08 02:00:00,1003.75,6.83,6.83,100.0,9.91,6.16,1244.27,0.48,171.0,0.0,autumn
2021-10-08 03:00:00,1003.46,6.56,6.56,100.0,9.73,6.05,1245.18,0.51,91.7,0.0,autumn
2021-10-08 04:00:00,1003.52,6.12,6.12,100.0,9.44,5.87,1247.34,0.59,222.3,0.0,autumn
2021-10-08 05:00:00,1003.7,7.05,7.05,100.0,10.06,6.26,1243.12,0.82,6.17,0.0,autumn
2021-10-08 06:00:00,1003.89,9.11,8.48,95.8,11.09,6.9,1233.81,1.07,10.43,0.0,autumn
2021-10-08 07:00:00,1004.11,8.94,8.48,96.9,11.09,6.9,1234.83,1.5,25.89,0.0,autumn
2021-10-08 08:00:00,1004.43,9.11,8.72,97.4,11.28,7.01,1234.39,0.69,13.95,0.0,autumn
2021-10-08 09:00:00,1004.66,9.45,9.04,97.3,11.53,7.17,1233.07,1.17,58.79,0.0,autumn
2021-10-08 10:00:00,1004.61,10.09,9.79,98.0,12.12,7.54,1229.94,2.21,25.58,0.0,autumn
2021-10-08 11:00:00,1004.35,10.72,9.95,95.0,12.26,7.63,1226.83,1.86,37.47,0.0,autumn
2021-10-08 12:00:00,1004.66,11.28,10.14,92.7,12.41,7.72,1224.72,3.01,46.11,0.0,autumn
2021-10-08 13:00:00,1004.34,12.01,10.02,87.6,12.31,7.66,1221.25,2.59,38.49,0.0,autumn
2021-10-08 14:00:00,1003.89,12.89,9.88,81.9,12.2,7.59,1216.99,2.9,26.92,0.0,autumn
2021-10-08 15:00:00,1003.35,13.51,9.78,78.11,12.11,7.54,1213.75,2.71,34.44,0.0,autumn
2021-10-08 16:00:00,1003.29,13.42,9.7,78.15,12.05,7.5,1214.09,4.08,42.3,0.0,autumn
2021-10-08 17:00:00,1003.28,12.57,10.03,84.5,12.32,7.67,1217.56,3.21,26.12,0.0,autumn
2021-10-08 18:00:00,1003.8,11.83,9.78,87.2,12.11,7.54,1221.45,1.16,349.4,0.0,autumn
2021-10-08 19:00:00,1003.98,11.36,9.65,89.2,12.01,7.47,1223.73,2.03,1.77,0.0,autumn
2021-10-08 20:00:00,1004.07,10.77,9.3,90.6,11.73,7.3,1226.53,2.22,7.12,0.0,autumn
2021-10-08 21:00:00,1004.03,9.37,8.31,93.1,10.97,6.82,1232.91,1.48,20.93,0.0,autumn
2021-10-08 22:00:00,1004.19,8.84,7.16,89.2,10.14,6.31,1235.81,0.28,13.55,0.0,autumn
2021-10-08 23:00:00,1004.14,8.57,6.17,84.8,9.47,5.88,1237.24,0.99,18.42,0.0,autumn
2021-10-09 00:00:00,1003.84,7.34,5.82,90.1,9.25,5.75,1242.43,0.82,80.7,0.0,autumn
2021-10-09 01:00:00,1003.82,5.38,5.37,99.9,8.96,5.57,1251.25,0.77,39.49,0.0,autumn
2021-10-09 02:00:00,1003.78,4.23,4.21,99.9,8.26,5.13,1256.73,0.2,14.94,0.0,autumn
2021-10-09 03:00:00,1003.56,3.17,3.17,100.0,7.67,4.77,1261.53,0.21,325.2,0.0,autumn
2021-10-09 04:00:00,1003.58,2.57,2.57,100.0,7.35,4.57,1264.45,0.56,225.6,0.0,autumn
2021-10-09 05:00:00,1003.53,2.81,2.81,100.0,7.48,4.65,1263.24,0.69,27.32,0.0,autumn
2021-10-09 06:00:00,1003.99,2.89,2.89,100.0,7.52,4.67,1263.45,0.49,228.3,0.0,autumn
2021-10-09 07:00:00,1004.23,3.09,3.09,100.0,7.63,4.74,1262.78,0.79,237.2,0.0,autumn
2021-10-09 08:00:00,1004.57,3.38,3.38,100.0,7.79,4.84,1261.81,0.54,26.95,0.0,autumn
2021-10-09 09:00:00,1004.8,3.98,3.98,100.0,8.12,5.04,1259.21,0.59,123.0,0.0,autumn
2021-10-09 10:00:00,1004.89,4.49,4.49,100.0,8.42,5.23,1256.86,0.44,25.05,0.0,autumn
2021-10-09 11:00:00,1004.85,5.87,5.85,99.9,9.26,5.75,1250.22,1.05,116.0,0.0,autumn
2021-10-09 12:00:00,1004.62,8.5,5.91,83.7,9.3,5.78,1238.23,1.48,19.36,0.0,autumn
2021-10-09 13:00:00,1004.33,10.13,6.03,75.62,9.38,5.83,1230.7,2.8,27.76,0.0,autumn
2021-10-09 14:00:00,1004.04,11.03,6.28,72.45,9.54,5.93,1226.37,3.59,48.22,0.0,autumn
2021-10-09 15:00:00,1003.81,11.85,6.21,68.28,9.49,5.9,1222.59,3.36,50.71,0.0,autumn
2021-10-09 16:00:00,1003.65,11.83,6.18,68.22,9.47,5.89,1222.49,1.66,37.4,0.0,autumn
2021-10-09 17:00:00,1003.53,11.44,5.7,67.72,9.16,5.7,1224.15,1.82,11.12,0.0,autumn
2021-10-09 18:00:00,1003.64,10.75,5.45,69.68,9.01,5.6,1227.35,1.24,347.6,0.0,autumn
2021-10-09 19:00:00,1003.63,8.69,5.5,80.3,9.04,5.62,1236.28,0.96,214.1,0.0,autumn
2021-10-09 20:00:00,1003.59,8.98,4.88,75.42,8.66,5.38,1235.14,1.62,341.6,0.0,autumn
2021-10-09 21:00:00,1003.69,7.75,4.1,77.6,8.19,5.09,1240.89,0.55,17.69,0.0,autumn
